client_id;segment;company_name;contact_name;inn;phone;email;region;manager;contract_date;account_numbers;status;last_activity_date
CLT-000576;B2C;;Емельянов Елизавета Трофимович;927697040953;+7(909)364-21-84;emelyanov116@inbox.ru;Казань;;2022-03-09;ЛС-166078327;active;2025-12-16
CLT-000546;B2C;;Бирюков Татьяна Устинович;988562258660;+7(950)984-84-74;biryukov812@inbox.ru;Ростов-на-Дону;;2022-10-15;ЛС-618744227;active;2025-12-14
CLT-000389;B2C;;Кондратьева Валерия Матвеевна;675225013948;+7(926)874-81-78;kondrateva408@yandex.ru;Новосибирск;;2020-08-20;ЛС-541311964;active;2025-12-01
CLT-000645;B2C;;Антонов О.Л.;322560629535;+7(905)498-41-91;antonov886@inbox.ru;Казань;;2022-02-03;ЛС-161180467;active;2025-12-16
CLT-000034;B2B;"ЗАО ""«Юдин»""";Смирнова Адам Брониславович;8315851493;+7(961)965-81-89;smirnova@yudin.solutions;Санкт-Петербург;Лебедева Н.Г.;2018-12-01;"ЛС-788094024;ЛС-784550229;ЛС-786120183;ЛС-786675254;ЛС-785991022";churned;2025-05-22
CLT-000908;B2C;;Лихачева Назар Феликсович;300848426483;+7(916)870-37-64;likhacheva692@inbox.ru;Санкт-Петербург;;2024-08-04;ЛС-786082896;active;2025-10-17
CLT-000713;B2C;;Захаров О.К.;486028262542;+7(905)368-18-93;zakharov884@yandex.ru;Новосибирск;;2019-01-30;ЛС-541905772;active;2025-10-15
CLT-000821;B2C;;Самсонова Евграф Павловна;432973239644;+7(905)290-81-27;samsonova246@gmail.com;Санкт-Петербург;;2020-11-08;ЛС-786769924;active;2025-11-05
CLT-009001;B2C;;Беляев Надежда Фокич;814917785079;+7(921)476-30-42;беляев792@mail.ru;Новосибирск;;;;prospect;2025-12-22
CLT-000260;B2B;"АО ""«Смирнова»""";Сидорова Орест Елисеевич;8230848100;+7(909)657-47-23;sidorova@smirnova.group;Новосибирск;Морозов И.П.;2021-05-20;"ЛС-546203036;ЛС-546254361;ЛС-547213145;ЛС-541951510;ЛС-549226859";active;2025-11-01
CLT-000506;B2C;;Громова Алина Трофимович;915724500000;+7(903)185-51-31;gromova84@bk.ru;Екатеринбург;;2019-04-16;ЛС-663717850;active;2025-10-15
CLT-000164;B2B;ООО Овчинникова;Меркушев Кирилл Наумовна;1270790320;+7(915)747-16-49;merkushev@ovchinnikova.corp;Санкт-Петербург;Лебедева Н.Г.;2020-06-22;ЛС-787929111;active;2025-10-09
CLT-000471;B2C;;Никитин Фаина Васильевна;859574988558;+7(910)783-97-85;nikitin699@bk.ru;Москва;;2022-09-06;ЛС-779330674;active;2025-11-05
CLT-000484;B2C;;Селезнев Анатолий Рубеновна;131421751887;+7(909)592-95-88;seleznev805@gmail.com;Ростов-на-Дону;;2021-10-22;ЛС-615152638;active;2025-12-22
CLT-000330;B2C;;Захарова Пахом Борисовна;620575639836;+7(951)283-11-35;zakharova370@inbox.ru;Нижний Новгород;;2021-11-05;ЛС-523094515;active;2025-11-07
CLT-000275;B2B;Зуев, АО;Беляев Милица Станиславовна;5211753617;+7(903)523-19-72;belyaev@zuev.pro;Санкт-Петербург;Петров А.С.;2024-05-12;;active;2025-10-02
CLT-000511;B2C;;Сафонова Порфирий Александрович;463816432126;+7(926)843-31-76;safonova661@bk.ru;Казань;;2023-02-17;ЛС-166420362;active;2025-12-16
CLT-000842;B2C;;Муравьев Исай Рудольфовна;106548708477;+7(950)820-43-19;muravev431@inbox.ru;Нижний Новгород;;2025-01-24;ЛС-525539818;active;2025-12-21
CLT-000189;B2B;"ООО ""«Рыбаков»""";Блохина Евдокия Вадимовна;7231981898;+7(925)608-21-40;blokhina@rybakov.tech;Новосибирск;Петров А.С.;2020-11-02;"ЛС-541559636;ЛС-543212347;ЛС-546490785;ЛС-541586734;ЛС-542575409";active;2025-11-28
CLT-000350;B2C;;Миронова Афиноген Вячеславович;704873682691;+7(909)505-37-37;mironova585@mail.ru;Екатеринбург;;2023-09-09;ЛС-662268653;active;2025-12-20
CLT-000850;B2C;;Виноградов Афиноген Эльдаровна;395737831597;+7(951)563-30-86;vinogradov679@yandex.ru;Санкт-Петербург;;2020-07-13;ЛС-783186830;active;2025-11-09
CLT-000060;B2B;ЗАО Григорьева;Пестов Сила Архиповна;1489964235;+7(917)488-82-41;pestov@grigoreva.corp;Нижний Новгород;Новикова Т.М.;2024-12-05;"ЛС-528547772;ЛС-525228728;ЛС-520801006;ЛС-522312038";active;2025-11-12
CLT-000120;B2B;"ПАО ""«Архипов""";Степанов Любовь Ермилович;6539423733;+7(917)993-43-36;"stepanov@p""«arkhipov.pro";Санкт-Петербург;Лебедева Н.Г.;2023-07-10;"ЛС-783395211;ЛС-781790807";active;2025-10-03
CLT-000277;B2B;"ЗАО ""«Терентьева»""";Брагин Парфен Леоновна;2244731584;+7(980)863-73-65;bragin@terenteva.biz;Санкт-Петербург;Морозов И.П.;2024-10-09;"ЛС-786342346;ЛС-781994237;ЛС-786769459;ЛС-781966395;ЛС-785172084";active;2025-12-22
CLT-000570;B2C;;Борисова Капитон Захаровна;149388194905;+7(917)783-18-50;федосеев150@yandex.ru;Москва;;2024-07-28;ЛС-779980949;active;2025-12-11
CLT-000013;B2B;"ЗАО ""«Гурьева-Абрамов»""";Симонова Варлаам Тарасович;9721489513;+7(926)330-35-28;simonova@gurevaabramov.company;Екатеринбург;Лебедева Н.Г.;2022-04-22;ЛС-660379176;active;2025-11-14
CLT-008083;B2B;ИП Константинов Г.Ф.;Федосеев Клавдий Витальевич;1132677360;+7(915)488-10-59;fedoseev@konstantinovg.f..tech;Нижний Новгород;Алексеев В.Р.;2020-02-01;"ЛС-527468723;ЛС-524309805;ЛС-520097882";churned;2024-11-22
CLT-000187;B2B;"ПАО ""Групп""";Шашков Болеслав Валериевна;5987820829;+7(981)318-94-69;"shashkov@p""grupp.company";Екатеринбург;Козлов Д.И.;2024-09-28;"ЛС-668969083;ЛС-665723246;ЛС-666513644";active;2025-10-14
CLT-000004;B2B;"ЗАО ""«Абрамов»""";Морозова Эраст Адрианович;7916697848;+7(903)796-24-97;morozova@abramov.tech;Нижний Новгород;Фёдорова Л.С.;2023-12-22;"ЛС-524514627;ЛС-520482814;ЛС-528932528;ЛС-528095701;ЛС-525430391";active;2025-10-16
CLT-000361;B2C;;Куликов Леонид Фомич;418939749096;+7(909)837-66-92;kulikov604@yandex.ru;Екатеринбург;;2020-12-24;ЛС-667046947;churned;2025-03-22
CLT-000544;B2C;;Орехов Никон Никифоровна;636415471553;+7(909)321-32-56;orekhov908@bk.ru;Москва;;2022-07-23;ЛС-776781367;churned;2025-06-10
CLT-000153;B2B;ИП Суворов Ф.Т.;Муравьев Алексей Эдгарович;3761539669;+7(950)657-98-40;muravev@suvorovf.t..tech;Санкт-Петербург;Лебедева Н.Г.;2024-09-08;"ЛС-781971997;ЛС-785817246";active;2025-10-09
CLT-000043;B2B;"ПАО ""«Дмитриева»""";Ковалев Иван Арсеньевич;6405153195;+7(910)145-55-79;"kovalev@p""«dmitrieva.solutions";Москва;Михайлова О.Н.;2022-01-02;"ЛС-772772217;ЛС-770430305;ЛС-774868740";active;2025-11-17
CLT-000860;B2C;;Попов Твердислав Афанасьевна;477661830858;+7(905)161-22-99;popov492@bk.ru;Новосибирск;;2019-09-23;ЛС-541439151;active;2025-11-27
CLT-000869;B2C;;Мина Евстигнеевич Лапина;341571276383;+7(950)377-37-94;lapina421@gmail.com;Казань;;2020-02-19;ЛС-165863906;active;2025-11-19
CLT-000140;B2B;ЗАО банк;Савина Гремислав Ефстафьевич;1517289752;+7(960)603-70-27;savina@bank.corp;Санкт-Петербург;Новикова Т.М.;2020-10-07;"ЛС-783306046;ЛС-783331279";active;2025-10-15
CLT-000447;B2C;;Шубина Геннадий Аркадьевна;804686111457;+7(960)619-41-27;shubina25@mail.ru;Екатеринбург;;2025-04-01;ЛС-661923785;active;2025-11-12
CLT-000991;B2C;;Леонтий Измаилович Игнатов;885247442035;+7(925)388-23-12;котова531@mail.ru;Новосибирск;;2023-08-22;ЛС-548735186;active;2025-10-10
CLT-000188;B2B;"ПАО ""«Горшкова»""";Юдин Эрнест Димитриевич;4123034778;+7(961)532-92-14;"yudin@p""«gorshkova.biz";Санкт-Петербург;Волков К.А.;2022-07-26;"ЛС-782420448;ЛС-782070015";active;2025-12-21
CLT-000628;B2C;;Быкова Феоктист Ефимович;750646300593;+7(980)567-68-55;bykova925@inbox.ru;Москва;;2020-10-25;ЛС-771983210;active;2025-10-03
CLT-000518;B2C;;Степанов Филипп Викентьевич;975092632239;+7(910)175-40-67;stepanov344@gmail.com;Екатеринбург;;2024-10-29;ЛС-666114042;active;2025-11-20
CLT-000268;B2B;Кулагина, ПАО;Фадеева Игорь Игнатович;1546692758;+7(950)482-20-97;"fadeeva@p""kulagina.group";Казань;Сидорова Е.В.;2022-11-10;"ЛС-168740903;ЛС-168021462;ЛС-169613671;ЛС-165778711";active;2025-11-26
CLT-000934;B2C;;Гусев Гурий Феодосьевич;469318062007;+7(916)120-27-43;gusev927@yandex.ru;Санкт-Петербург;;2024-04-07;ЛС-786249753;active;2025-11-25
CLT-000302;B2C;;Гришин Леонтий Ниловна;549014954277;+7(903)550-11-69;grishin990@mail.ru;Новосибирск;;2022-02-06;ЛС-547836091;active;2025-10-12
CLT-009009;B2B;"ООО ""вооружение""";Громова Карл Михайловна;5680442067;+7(971)866-80-41;громова97@inbox.ru;Санкт-Петербург;Журавлева А.В.;;;prospect;2025-10-26
CLT-000665;B2C;;Баранова Марина Елизарович;322405076487;+7(909)951-70-92;baranova329@inbox.ru;Нижний Новгород;;2023-05-02;ЛС-526199240;active;2025-12-11
CLT-000001;B2B;"ООО ""Мосинжпроект""";Васильев Оксана Елизарович;1433218196;+7(905)130-21-37;vasilev@mosinzhproekt.pro;Нижний Новгород;Волков К.А.;2020-05-31;"ЛС-528908386;ЛС-523794026";active;2025-10-03
CLT-000734;B2C;;Казакова Ерофей Рудольфовна;447243586176;+7(915)267-50-22;kazakova846@yandex.ru;Нижний Новгород;;2023-05-06;ЛС-522670866;active;2025-10-16
CLT-000318;B2C;;Еремей Святославовна Фомичева;492831995298;+7(903)839-12-58;fomicheva800@mail.ru;Екатеринбург;;2025-01-02;ЛС-665810835;active;2025-11-19
CLT-000103;B2B;"ЗАО ""Групп""";Ковалева Август Ефимьевич;4163735160;+7(909)890-67-68;kovaleva@grupp.pro;Казань;Алексеев В.Р.;2024-03-17;"ЛС-168270808;ЛС-166978292;ЛС-162169958;ЛС-166693465;ЛС-164722698";active;2025-10-28
CLT-009008;B2C;;Гришин Мина Глебович;618537474112;+7(987)411-99-87;гришин42@yandex.ru;Новосибирск;;;;prospect;2025-11-05
CLT-000709;B2C;;Давыдова Регина Георгиевич;564051038802;+7(981)319-11-43;davydova499@yandex.ru;Казань;;2022-01-13;ЛС-163628144;active;2025-11-16
CLT-000581;B2C;;Фролова Гаврила Жанович;547241916503;+7(926)380-13-82;frolova412@inbox.ru;Новосибирск;;2025-01-13;ЛС-547718249;active;2025-10-06
CLT-000114;B2B;"ЗАО ""завод""";Антип Анатольевна Гущин;3603029922;+7(905)686-28-17;gushchin@zavod.group;Екатеринбург;Михайлова О.Н.;2024-09-27;"ЛС-664286990;ЛС-664137977";active;2025-12-04
CLT-000287;B2B;Князев, АО;Григорьев О.П.;2407034910;+7(981)413-10-65;сазонов408@mail.ru;Екатеринбург;Морозов И.П.;2022-06-23;"ЛС-660042548;ЛС-668214236;ЛС-669143075";active;2025-11-07
CLT-000815;B2C;;Мамонтова Афанасий Геннадиевич;305489445381;+7(909)670-12-90;mamontova124@bk.ru;Нижний Новгород;;2022-03-05;ЛС-529655834;churned;2025-05-27
CLT-000794;B2C;;Кудрявцева Харлампий Оскаровна;653648187540;+7(917)994-61-99;kudryavtseva861@gmail.com;Москва;;2021-10-15;ЛС-778215977;active;2025-12-21
CLT-000784;B2C;;Кудряшов Р.С.;496342898760;+7(950)917-91-51;kudryashov865@mail.ru;Екатеринбург;;2025-04-16;ЛС-669221704;active;2025-12-07
CLT-000494;B2C;;Исаева Борис Николаевна;336533774604;+7(903)543-69-30;isaeva801@mail.ru;Ростов-на-Дону;;2020-07-30;ЛС-617843614;active;2025-10-09
CLT-000798;B2C;;Бурова Ангелина Кузьминична;639839122600;+7(903)168-47-48;burova669@mail.ru;Москва;;2022-03-10;ЛС-776291430;active;2025-10-25
CLT-000870;B2C;;Горбачева Никон Артурович;924979399816;+7(909)462-38-96;gorbacheva86@bk.ru;Екатеринбург;;2019-04-05;ЛС-666837103;active;2025-11-19
CLT-000450;B2C;;Константин Данилович Игнатьева;336534606056;+7(903)297-95-57;ignateva461@inbox.ru;Казань;;2021-09-15;ЛС-163279862;active;2025-11-07
CLT-000341;B2C;;Савина Давыд Артемьевич;139235558099;+7(960)179-92-39;savina512@yandex.ru;Нижний Новгород;;2021-01-06;ЛС-520346156;active;2025-11-02
CLT-000739;B2C;;Цветков Аркадий Яковлевна;116049860372;+7(909)830-92-74;сазонов795@mail.ru;Ростов-на-Дону;;2025-03-05;ЛС-613203197;active;2025-10-07
CLT-009030;B2C;;Самойлова Август Валериевна;469137367850;+7(965)910-30-18;самойлова319@rambler.ru;Новосибирск;;;;prospect;2025-12-13
CLT-000790;B2C;;Носков Изот Ефимьевич;362829682448;+7(950)870-13-94;noskov469@mail.ru;Екатеринбург;;2022-02-02;ЛС-668895927;churned;2025-03-15
CLT-000623;B2C;;Лапин Юлий Жоресович;247709207115;+7(915)331-80-10;lapin194@yandex.ru;Санкт-Петербург;;2020-05-24;ЛС-782192158;active;2025-10-03
CLT-000377;B2C;;Филиппов Михаил Марсович;893238223116;+7(926)729-23-41;filippov257@yandex.ru;Екатеринбург;;2021-12-28;ЛС-664579889;active;2025-11-01
CLT-000152;B2B;Устинова, ПАО;Мясников Илья Рубеновна;1171577245;+7(910)620-23-61;"myasnikov@p""«ustinova.biz";Екатеринбург;Морозов И.П.;2024-12-18;ЛС-665814876;active;2025-11-28
CLT-000828;B2C;;Маркова М.Е.;604932664322;+7(917)704-42-58;markova134@mail.ru;Ростов-на-Дону;;2022-03-26;ЛС-612898115;active;2025-11-01
CLT-000254;B2B;"ПАО ""Луидор""";Одинцова Кира Ефимьевич;1931066843;+7(917)444-64-71;"odintsova@p""luidor.pro";Санкт-Петербург;Новикова Т.М.;2020-10-08;ЛС-788604145;churned;2025-02-13
CLT-000436;B2C;;Новикова Мстислав Данилович;614604014247;+7(916)223-91-97;novikova902@mail.ru;Екатеринбург;;2025-04-02;ЛС-662011379;active;2025-11-01
CLT-000012;B2B;"ПАО ""Тарасов»""";Коновалова Зосима Сергеевна;1883561595;+7(909)837-48-74;"konovalova@p""tarasov.biz";Нижний Новгород;Новикова Т.М.;2022-12-15;"ЛС-526564823;ЛС-526629946;ЛС-528044369";active;2025-11-01
CLT-000146;B2B;Лукин П.И., ИП;Кудрявцев Сильвестр Ждановна;8877293430;+7(909)124-69-90;kudryavtsev@lukinp.i..biz;Санкт-Петербург;Михайлова О.Н.;2020-04-04;ЛС-783966055;active;2025-12-05
CLT-000367;B2C;;Тетерина Нонна Анатольевич;722949381735;+7(925)670-77-47;teterina144@mail.ru;Ростов-на-Дону;;2021-07-21;ЛС-615573257;active;2025-12-27
CLT-000603;B2C;;Соколов Велимир Феликсович;159625719760;+7(917)229-12-21;sokolov442@yandex.ru;Новосибирск;;2022-05-24;ЛС-547898260;active;2025-10-10
CLT-000203;B2B;"ЗАО ""Лтд""";Авдеев Вадим Давидович;9395972466;+7(951)915-70-30;avdeev@ltd.corp;Екатеринбург;Волков К.А.;2021-12-26;"ЛС-663417223;ЛС-662971674;ЛС-663380054;ЛС-665228015;ЛС-666193183";active;2025-12-27
CLT-000910;B2C;;Коновалова Натан Архипович;111546175808;+7(905)321-77-75;konovalova655@bk.ru;Москва;;2021-09-18;ЛС-774410404;active;2025-12-27
CLT-000244;B2B;"ООО ""партнеры""";Михайлова Сидор Егорович;8830999741;+7(915)493-71-92;mikhaylova@partnery.solutions;Москва;Новикова Т.М.;2018-06-10;"ЛС-774921518;ЛС-772606888;ЛС-777189813;ЛС-771292087";active;2025-10-05
CLT-000014;B2B;"ПАО ""«Анисимова-Шубина»""";Артемьев Гремислав Исидорович;4201632870;+7(917)968-25-68;"artemev@p""«anisimovashubina.pro";Екатеринбург;Михайлова О.Н.;2023-11-06;"ЛС-667889579;ЛС-668687277";active;2025-12-25
CLT-000009;B2B;"АО ""«Пахомов-Жукова»""";Лобанов Аникей Николаевна;2182449353;+7(925)617-72-42;lobanov@pakhomovzhukova.company;Санкт-Петербург;Волков К.А.;2022-12-15;ЛС-781640052;active;2025-10-15
CLT-000896;B2C;;Комиссаров Раиса Павловна;433593797190;+7(903)159-92-12;komissarov726@yandex.ru;Москва;;2023-03-23;ЛС-775616225;active;2025-10-19
CLT-000383;B2C;;Пономарев Федосий Кузьминична;435134261923;+7(980)245-96-45;ponomarev12@gmail.com;Екатеринбург;;2023-12-01;ЛС-668481973;active;2025-12-14
CLT-000588;B2C;;Горшков Вячеслав Богданович;342767746259;+7(906)499-13-23;gorshkov182@mail.ru;Санкт-Петербург;;2023-05-10;ЛС-781158488;active;2025-11-08
CLT-008209;B2B;"АО ""«Емельянова""";Большакова Касьян Георгиевна;4842150317;+7(903)918-71-74;bolshakova@emelyanova.company;Ростов-на-Дону;Алексеев В.Р.;2018-01-17;"ЛС-613578452;ЛС-611823076";churned;2024-10-02
CLT-000549;B2C;;Куликов Радим Фролович;769972736774;+7(961)253-10-26;kulikov867@gmail.com;Казань;;2020-12-09;ЛС-162543183;active;2025-11-27
CLT-000472;B2C;;Горшкова Регина Игнатьевич;576094412833;+7(917)575-29-22;gorshkova518@bk.ru;Казань;;2021-09-20;ЛС-166669541;active;2025-10-25
CLT-000200;B2B;ЗАО Доронин;Исаков Карл Аркадьевна;2941680061;+7(903)275-93-71;isakov@doronin.group;Санкт-Петербург;Фёдорова Л.С.;2018-03-31;"ЛС-786974995;ЛС-786412203;ЛС-781030372;ЛС-783683147";active;2025-11-14
CLT-000758;B2C;;Денисов Татьяна Венедиктович;417294763808;+7(917)676-14-60;denisov267@gmail.com;Екатеринбург;;2021-06-15;ЛС-662599851;active;2025-12-16
CLT-000182;B2B;"ПАО ""А-Ойл""";Коновалова Евстафий Федосьевич;2678112669;+7(909)859-31-18;"konovalova@p""aoyl.group";Нижний Новгород;Фёдорова Л.С.;2019-05-16;"ЛС-523539613;ЛС-526749946;ЛС-525796784";churned;2025-04-13
CLT-000286;B2B;"ООО ""Возрождение""";Кузьмин Будимир Яковлевна;4614878245;+7(950)500-85-63;kuzmin@vozrozhdenie.biz;Нижний Новгород;Алексеев В.Р.;2021-05-28;"ЛС-524309859;ЛС-521679541;ЛС-520727284";active;2025-12-25
CLT-000738;B2C;;Владимиров Бажен Богдановна;318849680664;+7(903)455-22-22;vladimirov187@mail.ru;Ростов-на-Дону;;2021-10-09;ЛС-612543412;active;2025-11-11
CLT-000706;B2C;;Филиппова Исай Никифоровна;466271358969;+7(917)314-55-40;filippova62@bk.ru;Екатеринбург;;2024-01-19;ЛС-665856154;active;2025-12-05
CLT-000207;B2B;ИП Русаков Э.Я.;Михеева Всемил Арсеньевич;5346810548;+7(951)226-16-93;mikheeva@rusakove.ya..solutions;Ростов-на-Дону;Лебедева Н.Г.;2023-12-25;ЛС-617490753;active;2025-11-24
CLT-000707;B2C;;Давыдов Агафон Оскаровна;415663979255;+7(909)203-58-47;davydov403@yandex.ru;Нижний Новгород;;2024-02-15;ЛС-520283772;active;2025-11-18
CLT-000344;B2C;;Щукина Фёкла Иларионович;997607401775;+7(905)713-97-57;shchukina436@gmail.com;Санкт-Петербург;;2023-09-05;ЛС-784084245;active;2025-11-25
CLT-000352;B2C;;Кузнецова Ростислав Руслановна;730932998199;+7(961)123-51-88;kuznetsova171@yandex.ru;Екатеринбург;;2024-09-25;ЛС-667150968;active;2025-12-10
CLT-000858;B2C;;Рожкова Яков Харлампьевич;355134448672;+7(915)646-78-39;rozhkova1@bk.ru;Москва;;2023-03-29;ЛС-777331454;active;2025-10-01
CLT-008252;B2B;ИП Русаков В.А.;Дьячкова Никодим Вениаминовна;3182744857;+7(903)894-91-74;dyachkova@rusakovv.a..group;Ростов-на-Дону;Сидорова Е.В.;2020-02-24;"ЛС-612095935;ЛС-611863878;ЛС-612945651;ЛС-611810220";churned;2024-05-03
CLT-000257;B2B;ИП Фролов Т.В.;Носов Радован Исидорович;7866943202;+7(916)706-99-11;nosov@frolovt.v..corp;Екатеринбург;Лебедева Н.Г.;2021-08-22;"ЛС-667884434;ЛС-664812308;ЛС-663402424;ЛС-660338105;ЛС-669551842";active;2025-10-09
CLT-000052;B2B;Мамонтова, АО;Ульян Бориславович Доронин;5973348434;+7(926)821-36-98;doronin@mamontova.tech;Казань;Лебедева Н.Г.;2020-09-07;"ЛС-165758441;ЛС-169866524;ЛС-160415747;ЛС-163384842";active;2025-12-03
CLT-000402;B2C;;Блинов Зиновий Викентьевич;414035263560;+7(910)245-86-41;blinov685@bk.ru;Екатеринбург;;2023-08-31;ЛС-666943460;active;2025-10-20
CLT-000042;B2B;"ООО ""Инкорпорэйтед""";Медведева Ефим Абрамович;9932460953;+7(961)291-95-95;medvedeva@inkorporeyted.biz;Казань;Петров А.С.;2023-04-10;ЛС-168518888;active;2025-12-10
CLT-000278;B2B;ИП Киселев С.Ф.;Куликов Болеслав Захарьевич;6601256253;+7(906)320-94-57;kulikov@kiselevs.f..biz;Ростов-на-Дону;Волков К.А.;2018-11-03;"ЛС-612510505;ЛС-613795381;ЛС-616493831";active;2025-10-02
CLT-000263;B2B;"ЗАО ""Лимитед""";Терентьев Аркадий Тихонович;1212606501;+7(906)588-86-30;terentev@limited.biz;Санкт-Петербург;Морозов И.П.;2020-01-18;ЛС-782521310;active;2025-11-12
CLT-000488;B2C;;Владилен Федоровна Некрасов;718517446004;+7(950)289-21-27;nekrasov618@bk.ru;Ростов-на-Дону;;2020-05-21;ЛС-611511455;active;2025-12-10
CLT-000510;B2C;;Молчанова Ювеналий Кузьминична;609822104016;+7(925)954-77-25;molchanova938@bk.ru;Екатеринбург;;2021-10-16;ЛС-660442877;active;2025-10-24
CLT-008634;B2C;;Егоров Аверкий Аркадьевна;174299074729;+7(961)533-85-48;egorov783@mail.ru;Нижний Новгород;;2025-03-16;ЛС-529967080;churned;2024-10-21
CLT-000625;B2C;;Овчинникова Ладимир Вениаминовна;105378931869;+7(910)620-84-71;ovchinnikova823@yandex.ru;Казань;;2020-11-19;ЛС-164540182;active;2025-10-12
CLT-000732;B2C;;Котова Ульян Харитонович;101283827101;+7(915)305-26-82;kotova71@inbox.ru;Екатеринбург;;2024-07-31;ЛС-661204850;active;2025-11-20
CLT-000483;B2B;;Евсеев Тихон Харламович;715370124244;+7(961)265-64-36;evseev371@yandex.ru;Нижний Новгород;;2020-05-12;ЛС-524488112;active;2025-12-13
CLT-000373;B2C;;Романов Силантий Ждановна;656331857481;+7(980)116-10-58;romanov410@inbox.ru;Нижний Новгород;;2019-12-12;ЛС-525541643;active;2025-12-04
CLT-000346;B2C;;Веселова Г.Д.;115502916815;+7(926)532-61-12;veselova974@yandex.ru;Екатеринбург;;2024-10-06;ЛС-661613944;active;2025-11-17
CLT-000119;B2B;"ООО ""Жданов»""";Наумова Э.А.;9451848947;+7(960)676-71-41;третьяков621@yandex.ru;Казань;Новикова Т.М.;2024-03-21;"ЛС-167790714;ЛС-161633565;ЛС-168804341";active;2025-12-24
CLT-000545;B2C;;Суворова Самуил Андреевна;194214105276;+7(909)812-85-77;suvorova575@inbox.ru;Москва;;2021-08-20;ЛС-779270452;active;2025-11-04
CLT-000211;B2B;"ООО ""партнеры""";Харитонов Устин Рудольфовна;9204339718;+7(950)511-85-15;kharitonov@partnery.tech;Москва;Петров А.С.;2022-05-17;"ЛС-770562608;ЛС-775641118;ЛС-772422412;ЛС-774620952";churned;2025-02-19
CLT-009022;B2C;;Кошелева Екатерина Федосьевич;431069872050;+7(954)189-47-94;кошелева641@bk.ru;Новосибирск;;;;prospect;2025-11-07
CLT-000157;B2B;"АО ""«Кузьмина""";Маслова Савелий Ждановна;7544209494;+7(905)744-70-84;maslova@kuzmina.biz;Нижний Новгород;Волков К.А.;2020-11-18;"ЛС-529049047;ЛС-521281442";active;2025-12-20
CLT-000499;B2C;;Капустин Лев Филатович;868118723335;+7(909)137-42-11;kapustin419@bk.ru;Санкт-Петербург;;2020-05-01;ЛС-784973153;active;2025-10-10
CLT-000317;B2C;;Попов Елизар Ефимьевич;730448360854;+7(950)521-60-66;popov409@inbox.ru;Казань;;2024-01-08;ЛС-160473504;active;2025-12-11
CLT-000491;B2C;;Ларионов Дорофей Эдуардович;936084937830;+7(961)316-88-95;larionov198@inbox.ru;Нижний Новгород;;2022-03-24;ЛС-524526969;active;2025-10-06
CLT-000580;B2C;;Гущин Елизар Измаилович;293592361337;+7(961)100-53-33;gushchin45@yandex.ru;Ростов-на-Дону;;2020-11-09;ЛС-615881650;active;2025-12-16
CLT-000161;B2B;"ЗАО ""«Ильина""";Котова Радован Егорович;9639174101;+7(906)685-42-67;kotova@ilina.company;Москва;Новикова Т.М.;2024-06-11;ЛС-777200642;churned;2025-04-20
CLT-000430;B2C;;Марков Ким Филимонович;212218231555;+7(906)522-53-18;markov411@inbox.ru;Екатеринбург;;2021-04-28;ЛС-660866281;churned;2025-02-19
CLT-000543;B2C;;Крылова Боян Арсенович;195744303491;+7(906)952-24-71;krylova496@bk.ru;Новосибирск;;2019-06-04;ЛС-540385934;active;2025-11-26
CLT-000953;B2C;;Ситников Климент Эльдаровна;178947672000;+7(951)232-20-42;sitnikov800@mail.ru;Казань;;2025-04-15;ЛС-167071634;active;2025-11-26
CLT-000814;B2C;;Эраст Анатольевич Жукова;337597953192;+7(960)142-16-89;zhukova441@bk.ru;Новосибирск;;2022-01-24;ЛС-542757454;active;2025-10-02
CLT-008429;B2C;;Суханов Оксана Демьянович;848597243871;+7(910)724-54-21;sukhanov343@gmail.com;Москва;;2019-03-07;ЛС-770580286;churned;2024-11-03
CLT-000226;B2B;ИП Евсеев А.Е.;Терентьев Мстислав Феликсович;3097023164;+7(916)338-47-94;terentev@evseeva.e..group;Москва;Фёдорова Л.С.;2022-06-24;"ЛС-771705802;ЛС-775662128;ЛС-776716323;ЛС-774672994;ЛС-779387430";active;2025-12-04
CLT-000386;B2C;;Мамонтова Геннадий Игнатьевич;798609191911;+7(917)469-84-96;mamontova432@bk.ru;Казань;;2023-06-22;ЛС-160577980;active;2025-11-02
CLT-000893;B2C;;Моисеев Гремислав Богдановна;525703332959;+7(926)467-33-38;moiseev330@mail.ru;Санкт-Петербург;;2020-07-26;ЛС-782863040;active;2025-11-23
CLT-000376;B2C;;Богданова Станимир Геннадиевна;310531611776;+7(980)237-87-91;bogdanova319@mail.ru;Санкт-Петербург;;2020-01-30;ЛС-787425859;active;2025-10-08
CLT-000345;B2C;;Филатов Милица Эльдаровна;854091508632;+7(906)647-22-26;filatov649@yandex.ru;Москва;;2025-05-19;ЛС-776457938;active;2025-10-08
CLT-000975;B2C;;Казакова М.В.;989594703969;+7(961)390-51-36;морозова425@mail.ru;Санкт-Петербург;;2025-02-28;ЛС-787650471;active;2025-10-13
CLT-000048;B2B;ПАО Бирюков-Колобов;Ситникова Надежда Антипович;5710276773;+7(950)721-28-50;"sitnikova@p""«biryukovkolobov.group";Ростов-на-Дону;Козлов Д.И.;2024-06-24;"ЛС-615625881;ЛС-615371473;ЛС-612104696";active;2025-12-04
CLT-000971;B2C;;Кондратьева Мирослав Михайловна;642451908261;+7(906)127-92-35;kondrateva393@gmail.com;Москва;;2020-12-15;ЛС-779429920;active;2025-12-24
